card_id,rank_corpus,verbo,verbo_base,tiempo_id,tiempo,regularidad_tarjeta,terminacion,pronominal,patrones_tarjeta,aplicable,yo,tu,el_ella_usted,nosotros,ellos_ellas_ustedes,nota
llevar__condicional,26,llevar,llevar,condicional,Condicional,regular,ar,no,,sí,llevaría,llevarías,llevaría,llevaríamos,llevarían,
llevar__presente_subjuntivo,26,llevar,llevar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,,sí,lleve,lleves,lleve,llevemos,lleven,
llevar__imperfecto_subjuntivo,26,llevar,llevar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,,sí,llevara,llevaras,llevara,lleváramos,llevaran,
llevar__imperativo_afirmativo,26,llevar,llevar,imperativo_afirmativo,Imperativo afirmativo,regular,ar,no,,sí,,lleva,lleve,llevemos,lleven,
llevar__imperativo_negativo,26,llevar,llevar,imperativo_negativo,Imperativo negativo,regular,ar,no,,sí,,no lleves,no lleve,no llevemos,no lleven,
sentir__presente_indicativo,35,sentir,sentir,presente_indicativo,Presente,irregular,ir,no,e→ie,sí,siento,sientes,siente,sentimos,sienten,
sentir__preterito,35,sentir,sentir,preterito,Pretérito,irregular,ir,no,e→i (3.ª persona),sí,sentí,sentiste,sintió,sentimos,sintieron,
sentir__imperfecto,35,sentir,sentir,imperfecto,Imperfecto,regular,ir,no,,sí,sentía,sentías,sentía,sentíamos,sentían,
sentir__futuro,35,sentir,sentir,futuro,Futuro,regular,ir,no,,sí,sentiré,sentirás,sentirá,sentiremos,sentirán,
sentir__condicional,35,sentir,sentir,condicional,Condicional,regular,ir,no,,sí,sentiría,sentirías,sentiría,sentiríamos,sentirían,
sentir__presente_subjuntivo,35,sentir,sentir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→ie/e→i (-ir),sí,sienta,sientas,sienta,sintamos,sientan,
sentir__imperfecto_subjuntivo,35,sentir,sentir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i,sí,sintiera,sintieras,sintiera,sintiéramos,sintieran,
sentir__imperativo_afirmativo,35,sentir,sentir,imperativo_afirmativo,Imperativo afirmativo,irregular,ir,no,e→ie/e→i (-ir),sí,,siente,sienta,sintamos,sientan,
sentir__imperativo_negativo,35,sentir,sentir,imperativo_negativo,Imperativo negativo,irregular,ir,no,e→ie/e→i (-ir),sí,,no sientas,no sienta,no sintamos,no sientan,
empezar__presente_indicativo,36,empezar,empezar,presente_indicativo,Presente,irregular,ar,no,e→ie,sí,empiezo,empiezas,empieza,empezamos,empiezan,
empezar__preterito,36,empezar,empezar,preterito,Pretérito,ortografico,ar,no,cambio ortográfico,sí,empecé,empezaste,empezó,empezamos,empezaron,
empezar__imperfecto,36,empezar,empezar,imperfecto,Imperfecto,regular,ar,no,,sí,empezaba,empezabas,empezaba,empezábamos,empezaban,
empezar__futuro,36,empezar,empezar,futuro,Futuro,regular,ar,no,,sí,empezaré,empezarás,empezará,empezaremos,empezarán,
empezar__condicional,36,empezar,empezar,condicional,Condicional,regular,ar,no,,sí,empezaría,empezarías,empezaría,empezaríamos,empezarían,
empezar__presente_subjuntivo,36,empezar,empezar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,e→ie;cambio ortográfico,sí,empiece,empieces,empiece,empecemos,empiecen,
empezar__imperfecto_subjuntivo,36,empezar,empezar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,,sí,empezara,empezaras,empezara,empezáramos,empezaran,
empezar__imperativo_afirmativo,36,empezar,empezar,imperativo_afirmativo,Imperativo afirmativo,irregular,ar,no,e→ie;cambio ortográfico,sí,,empieza,empiece,empecemos,empiecen,
empezar__imperativo_negativo,36,empezar,empezar,imperativo_negativo,Imperativo negativo,irregular,ar,no,e→ie;cambio ortográfico,sí,,no empieces,no empiece,no empecemos,no empiecen,
quedar__presente_indicativo,37,quedar,quedar,presente_indicativo,Presente,regular,ar,no,,sí,quedo,quedas,queda,quedamos,quedan,
quedar__preterito,37,quedar,quedar,preterito,Pretérito,regular,ar,no,,sí,quedé,quedaste,quedó,quedamos,quedaron,
quedar__imperfecto,37,quedar,quedar,imperfecto,Imperfecto,regular,ar,no,,sí,quedaba,quedabas,quedaba,quedábamos,quedaban,
quedar__futuro,37,quedar,quedar,futuro,Futuro,regular,ar,no,,sí,quedaré,quedarás,quedará,quedaremos,quedarán,
quedar__condicional,37,quedar,quedar,condicional,Condicional,regular,ar,no,,sí,quedaría,quedarías,quedaría,quedaríamos,quedarían,
quedar__presente_subjuntivo,37,quedar,quedar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,,sí,quede,quedes,quede,quedemos,queden,
quedar__imperfecto_subjuntivo,37,quedar,quedar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,,sí,quedara,quedaras,quedara,quedáramos,quedaran,
quedar__imperativo_afirmativo,37,quedar,quedar,imperativo_afirmativo,Imperativo afirmativo,regular,ar,no,,sí,,queda,quede,quedemos,queden,
quedar__imperativo_negativo,37,quedar,quedar,imperativo_negativo,Imperativo negativo,regular,ar,no,,sí,,no quedes,no quede,no quedemos,no queden,
pensar__presente_indicativo,39,pensar,pensar,presente_indicativo,Presente,irregular,ar,no,e→ie,sí,pienso,piensas,piensa,pensamos,piensan,
pensar__preterito,39,pensar,pensar,preterito,Pretérito,regular,ar,no,,sí,pensé,pensaste,pensó,pensamos,pensaron,
pensar__imperfecto,39,pensar,pensar,imperfecto,Imperfecto,regular,ar,no,,sí,pensaba,pensabas,pensaba,pensábamos,pensaban,
pensar__futuro,39,pensar,pensar,futuro,Futuro,regular,ar,no,,sí,pensaré,pensarás,pensará,pensaremos,pensarán,
pensar__condicional,39,pensar,pensar,condicional,Condicional,regular,ar,no,,sí,pensaría,pensarías,pensaría,pensaríamos,pensarían,
pensar__presente_subjuntivo,39,pensar,pensar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,e→ie,sí,piense,pienses,piense,pensemos,piensen,
pensar__imperfecto_subjuntivo,39,pensar,pensar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,,sí,pensara,pensaras,pensara,pensáramos,pensaran,
pensar__imperativo_afirmativo,39,pensar,pensar,imperativo_afirmativo,Imperativo afirmativo,irregular,ar,no,e→ie,sí,,piensa,piense,pensemos,piensen,
pensar__imperativo_negativo,39,pensar,pensar,imperativo_negativo,Imperativo negativo,irregular,ar,no,e→ie,sí,,no pienses,no piense,no pensemos,no piensen,
pagar__presente_indicativo,42,pagar,pagar,presente_indicativo,Presente,regular,ar,no,,sí,pago,pagas,paga,pagamos,pagan,
pagar__preterito,42,pagar,pagar,preterito,Pretérito,ortografico,ar,no,cambio ortográfico,sí,pagué,pagaste,pagó,pagamos,pagaron,
pagar__imperfecto,42,pagar,pagar,imperfecto,Imperfecto,regular,ar,no,,sí,pagaba,pagabas,pagaba,pagábamos,pagaban,
pagar__futuro,42,pagar,pagar,futuro,Futuro,regular,ar,no,,sí,pagaré,pagarás,pagará,pagaremos,pagarán,
pagar__condicional,42,pagar,pagar,condicional,Condicional,regular,ar,no,,sí,pagaría,pagarías,pagaría,pagaríamos,pagarían,
pagar__presente_subjuntivo,42,pagar,pagar,presente_subjuntivo,Presente de subjuntivo,ortografico,ar,no,cambio ortográfico,sí,pague,pagues,pague,paguemos,paguen,
pagar__imperfecto_subjuntivo,42,pagar,pagar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,,sí,pagara,pagaras,pagara,pagáramos,pagaran,
pagar__imperativo_afirmativo,42,pagar,pagar,imperativo_afirmativo,Imperativo afirmativo,ortografico,ar,no,cambio ortográfico,sí,,paga,pague,paguemos,paguen,
pagar__imperativo_negativo,42,pagar,pagar,imperativo_negativo,Imperativo negativo,ortografico,ar,no,cambio ortográfico,sí,,no pagues,no pague,no paguemos,no paguen,
quedarse__presente_indicativo,43,quedarse,quedar,presente_indicativo,Presente,regular,ar,sí,,sí,me quedo,te quedas,se queda,nos quedamos,se quedan,
quedarse__preterito,43,quedarse,quedar,preterito,Pretérito,regular,ar,sí,,sí,me quedé,te quedaste,se quedó,nos quedamos,se quedaron,
quedarse__imperfecto,43,quedarse,quedar,imperfecto,Imperfecto,regular,ar,sí,,sí,me quedaba,te quedabas,se quedaba,nos quedábamos,se quedaban,
quedarse__futuro,43,quedarse,quedar,futuro,Futuro,regular,ar,sí,,sí,me quedaré,te quedarás,se quedará,nos quedaremos,se quedarán,
quedarse__condicional,43,quedarse,quedar,condicional,Condicional,regular,ar,sí,,sí,me quedaría,te quedarías,se quedaría,nos quedaríamos,se quedarían,
quedarse__presente_subjuntivo,43,quedarse,quedar,presente_subjuntivo,Presente de subjuntivo,regular,ar,sí,,sí,me quede,te quedes,se quede,nos quedemos,se queden,
quedarse__imperfecto_subjuntivo,43,quedarse,quedar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,,sí,me quedara,te quedaras,se quedara,nos quedáramos,se quedaran,
quedarse__imperativo_afirmativo,43,quedarse,quedar,imperativo_afirmativo,Imperativo afirmativo,regular,ar,sí,,sí,,quédate,quédese,quedémonos,quédense,
quedarse__imperativo_negativo,43,quedarse,quedar,imperativo_negativo,Imperativo negativo,regular,ar,sí,,sí,,no te quedes,no se quede,no nos quedemos,no se queden,
llamarse__presente_indicativo,44,llamarse,llamar,presente_indicativo,Presente,regular,ar,sí,,sí,me llamo,te llamas,se llama,nos llamamos,se llaman,
llamarse__preterito,44,llamarse,llamar,preterito,Pretérito,regular,ar,sí,,sí,me llamé,te llamaste,se llamó,nos llamamos,se llamaron,
llamarse__imperfecto,44,llamarse,llamar,imperfecto,Imperfecto,regular,ar,sí,,sí,me llamaba,te llamabas,se llamaba,nos llamábamos,se llamaban,
llamarse__futuro,44,llamarse,llamar,futuro,Futuro,regular,ar,sí,,sí,me llamaré,te llamarás,se llamará,nos llamaremos,se llamarán,
llamarse__condicional,44,llamarse,llamar,condicional,Condicional,regular,ar,sí,,sí,me llamaría,te llamarías,se llamaría,nos llamaríamos,se llamarían,
llamarse__presente_subjuntivo,44,llamarse,llamar,presente_subjuntivo,Presente de subjuntivo,regular,ar,sí,,sí,me llame,te llames,se llame,nos llamemos,se llamen,
llamarse__imperfecto_subjuntivo,44,llamarse,llamar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,,sí,me llamara,te llamaras,se llamara,nos llamáramos,se llamaran,
llamarse__imperativo_afirmativo,44,llamarse,llamar,imperativo_afirmativo,Imperativo afirmativo,regular,ar,sí,,sí,,llámate,llámese,llamémonos,llámense,
llamarse__imperativo_negativo,44,llamarse,llamar,imperativo_negativo,Imperativo negativo,regular,ar,sí,,sí,,no te llames,no se llame,no nos llamemos,no se llamen,
seguir__presente_indicativo,45,seguir,seguir,presente_indicativo,Presente,irregular,ir,no,e→i,sí,sigo,sigues,sigue,seguimos,siguen,
seguir__preterito,45,seguir,seguir,preterito,Pretérito,irregular,ir,no,e→i (3.ª persona),sí,seguí,seguiste,siguió,seguimos,siguieron,
seguir__imperfecto,45,seguir,seguir,imperfecto,Imperfecto,regular,ir,no,,sí,seguía,seguías,seguía,seguíamos,seguían,
seguir__futuro,45,seguir,seguir,futuro,Futuro,regular,ir,no,,sí,seguiré,seguirás,seguirá,seguiremos,seguirán,
seguir__condicional,45,seguir,seguir,condicional,Condicional,regular,ir,no,,sí,seguiría,seguirías,seguiría,seguiríamos,seguirían,
seguir__presente_subjuntivo,45,seguir,seguir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→i;cambio ortográfico,sí,siga,sigas,siga,sigamos,sigan,
seguir__imperfecto_subjuntivo,45,seguir,seguir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i,sí,siguiera,siguieras,siguiera,siguiéramos,siguieran,
seguir__imperativo_afirmativo,45,seguir,seguir,imperativo_afirmativo,Imperativo afirmativo,irregular,ir,no,e→i;cambio ortográfico,sí,,sigue,siga,sigamos,sigan,
seguir__imperativo_negativo,45,seguir,seguir,imperativo_negativo,Imperativo negativo,irregular,ir,no,e→i;cambio ortográfico,sí,,no sigas,no siga,no sigamos,no sigan,
andar__presente_indicativo,47,andar,andar,presente_indicativo,Presente,regular,ar,no,,sí,ando,andas,anda,andamos,andan,
andar__preterito,47,andar,andar,preterito,Pretérito,irregular,ar,no,muy irregular,sí,anduve,anduviste,anduvo,anduvimos,anduvieron,
andar__imperfecto,47,andar,andar,imperfecto,Imperfecto,regular,ar,no,,sí,andaba,andabas,andaba,andábamos,andaban,
andar__futuro,47,andar,andar,futuro,Futuro,regular,ar,no,,sí,andaré,andarás,andará,andaremos,andarán,
andar__condicional,47,andar,andar,condicional,Condicional,regular,ar,no,,sí,andaría,andarías,andaría,andaríamos,andarían,
andar__presente_subjuntivo,47,andar,andar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,,sí,ande,andes,ande,andemos,anden,
andar__imperfecto_subjuntivo,47,andar,andar,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ar,no,raíz irregular,sí,anduviera,anduvieras,anduviera,anduviéramos,anduvieran,
andar__imperativo_afirmativo,47,andar,andar,imperativo_afirmativo,Imperativo afirmativo,regular,ar,no,,sí,,anda,ande,andemos,anden,
andar__imperativo_negativo,47,andar,andar,imperativo_negativo,Imperativo negativo,regular,ar,no,,sí,,no andes,no ande,no andemos,no anden,
entrar__presente_indicativo,48,entrar,entrar,presente_indicativo,Presente,regular,ar,no,,sí,entro,entras,entra,entramos,entran,
entrar__preterito,48,entrar,entrar,preterito,Pretérito,regular,ar,no,,sí,entré,entraste,entró,entramos,entraron,
entrar__imperfecto,48,entrar,entrar,imperfecto,Imperfecto,regular,ar,no,,sí,entraba,entrabas,entraba,entrábamos,entraban,
entrar__futuro,48,entrar,entrar,futuro,Futuro,regular,ar,no,,sí,entraré,entrarás,entrará,entraremos,entrarán,
entrar__condicional,48,entrar,entrar,condicional,Condicional,regular,ar,no,,sí,entraría,entrarías,entraría,entraríamos,entrarían,
entrar__presente_subjuntivo,48,entrar,entrar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,,sí,entre,entres,entre,entremos,entren,
entrar__imperfecto_subjuntivo,48,entrar,entrar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,,sí,entrara,entraras,entrara,entráramos,entraran,
entrar__imperativo_afirmativo,48,entrar,entrar,imperativo_afirmativo,Imperativo afirmativo,regular,ar,no,,sí,,entra,entre,entremos,entren,
entrar__imperativo_negativo,48,entrar,entrar,imperativo_negativo,Imperativo negativo,regular,ar,no,,sí,,no entres,no entre,no entremos,no entren,
contar__presente_indicativo,50,contar,contar,presente_indicativo,Presente,irregular,ar,no,o→ue,sí,cuento,cuentas,cuenta,contamos,cuentan,
contar__preterito,50,contar,contar,preterito,Pretérito,regular,ar,no,,sí,conté,contaste,contó,contamos,contaron,
contar__imperfecto,50,contar,contar,imperfecto,Imperfecto,regular,ar,no,,sí,contaba,contabas,contaba,contábamos,contaban,
contar__futuro,50,contar,contar,futuro,Futuro,regular,ar,no,,sí,contaré,contarás,contará,contaremos,contarán,
contar__condicional,50,contar,contar,condicional,Condicional,regular,ar,no,,sí,contaría,contarías,contaría,contaríamos,contarían,
contar__presente_subjuntivo,50,contar,contar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,o→ue,sí,cuente,cuentes,cuente,contemos,cuenten,
contar__imperfecto_subjuntivo,50,contar,contar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,,sí,contara,contaras,contara,contáramos,contaran,
contar__imperativo_afirmativo,50,contar,contar,imperativo_afirmativo,Imperativo afirmativo,irregular,ar,no,o→ue,sí,,cuenta,cuente,contemos,cuenten,
contar__imperativo_negativo,50,contar,contar,imperativo_negativo,Imperativo negativo,irregular,ar,no,o→ue,sí,,no cuentes,no cuente,no contemos,no cuenten,
conocer__presente_indicativo,51,conocer,conocer,presente_indicativo,Presente,irregular,er,no,yo→-zco,sí,conozco,conoces,conoce,conocemos,conocen,
conocer__preterito,51,conocer,conocer,preterito,Pretérito,regular,er,no,,sí,conocí,conociste,conoció,conocimos,conocieron,
conocer__imperfecto,51,conocer,conocer,imperfecto,Imperfecto,regular,er,no,,sí,conocía,conocías,conocía,conocíamos,conocían,
conocer__futuro,51,conocer,conocer,futuro,Futuro,regular,er,no,,sí,conoceré,conocerás,conocerá,conoceremos,conocerán,
conocer__condicional,51,conocer,conocer,condicional,Condicional,regular,er,no,,sí,conocería,conocerías,conocería,conoceríamos,conocerían,
conocer__presente_subjuntivo,51,conocer,conocer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,raíz irregular,sí,conozca,conozcas,conozca,conozcamos,conozcan,
conocer__imperfecto_subjuntivo,51,conocer,conocer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,,sí,conociera,conocieras,conociera,conociéramos,conocieran,
conocer__imperativo_afirmativo,51,conocer,conocer,imperativo_afirmativo,Imperativo afirmativo,irregular,er,no,muy irregular,sí,,conoce,conozca,conozcamos,conozcan,
conocer__imperativo_negativo,51,conocer,conocer,imperativo_negativo,Imperativo negativo,irregular,er,no,muy irregular,sí,,no conozcas,no conozca,no conozcamos,no conozcan,
entender__presente_indicativo,58,entender,entender,presente_indicativo,Presente,irregular,er,no,e→ie,sí,entiendo,entiendes,entiende,entendemos,entienden,
entender__preterito,58,entender,entender,preterito,Pretérito,regular,er,no,,sí,entendí,entendiste,entendió,entendimos,entendieron,
