card_id,rank_corpus,verbo,verbo_base,tiempo_id,tiempo,regularidad_tarjeta,terminacion,pronominal,patrones_tarjeta,aplicable,yo,tu,el_ella_usted,nosotros,ellos_ellas_ustedes,nota
medir__condicional,220,medir,medir,condicional,Condicional,regular,ir,no,,sí,mediría,medirías,mediría,mediríamos,medirían,
medir__presente_subjuntivo,220,medir,medir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→i,sí,mida,midas,mida,midamos,midan,
medir__imperfecto_subjuntivo,220,medir,medir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i,sí,midiera,midieras,midiera,midiéramos,midieran,
medir__imperativo_afirmativo,220,medir,medir,imperativo_afirmativo,Imperativo afirmativo,irregular,ir,no,e→i,sí,,mide,mida,midamos,midan,
medir__imperativo_negativo,220,medir,medir,imperativo_negativo,Imperativo negativo,irregular,ir,no,e→i,sí,,no midas,no mida,no midamos,no midan,
conseguir__presente_indicativo,252,conseguir,conseguir,presente_indicativo,Presente,irregular,ir,no,e→i,sí,consigo,consigues,consigue,conseguimos,consiguen,
conseguir__preterito,252,conseguir,conseguir,preterito,Pretérito,irregular,ir,no,e→i (3.ª persona),sí,conseguí,conseguiste,consiguió,conseguimos,consiguieron,
conseguir__imperfecto,252,conseguir,conseguir,imperfecto,Imperfecto,regular,ir,no,,sí,conseguía,conseguías,conseguía,conseguíamos,conseguían,
conseguir__futuro,252,conseguir,conseguir,futuro,Futuro,regular,ir,no,,sí,conseguiré,conseguirás,conseguirá,conseguiremos,conseguirán,
conseguir__condicional,252,conseguir,conseguir,condicional,Condicional,regular,ir,no,,sí,conseguiría,conseguirías,conseguiría,conseguiríamos,conseguirían,
conseguir__presente_subjuntivo,252,conseguir,conseguir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→i;cambio ortográfico,sí,consiga,consigas,consiga,consigamos,consigan,
conseguir__imperfecto_subjuntivo,252,conseguir,conseguir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i,sí,consiguiera,consiguieras,consiguiera,consiguiéramos,consiguieran,
conseguir__imperativo_afirmativo,252,conseguir,conseguir,imperativo_afirmativo,Imperativo afirmativo,irregular,ir,no,e→i;cambio ortográfico,sí,,consigue,consiga,consigamos,consigan,
conseguir__imperativo_negativo,252,conseguir,conseguir,imperativo_negativo,Imperativo negativo,irregular,ir,no,e→i;cambio ortográfico,sí,,no consigas,no consiga,no consigamos,no consigan,
levantarse__presente_indicativo,265,levantarse,levantar,presente_indicativo,Presente,regular,ar,sí,,sí,me levanto,te levantas,se levanta,nos levantamos,se levantan,
levantarse__preterito,265,levantarse,levantar,preterito,Pretérito,regular,ar,sí,,sí,me levanté,te levantaste,se levantó,nos levantamos,se levantaron,
levantarse__imperfecto,265,levantarse,levantar,imperfecto,Imperfecto,regular,ar,sí,,sí,me levantaba,te levantabas,se levantaba,nos levantábamos,se levantaban,
levantarse__futuro,265,levantarse,levantar,futuro,Futuro,regular,ar,sí,,sí,me levantaré,te levantarás,se levantará,nos levantaremos,se levantarán,
levantarse__condicional,265,levantarse,levantar,condicional,Condicional,regular,ar,sí,,sí,me levantaría,te levantarías,se levantaría,nos levantaríamos,se levantarían,
levantarse__presente_subjuntivo,265,levantarse,levantar,presente_subjuntivo,Presente de subjuntivo,regular,ar,sí,,sí,me levante,te levantes,se levante,nos levantemos,se levanten,
levantarse__imperfecto_subjuntivo,265,levantarse,levantar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,,sí,me levantara,te levantaras,se levantara,nos levantáramos,se levantaran,
levantarse__imperativo_afirmativo,265,levantarse,levantar,imperativo_afirmativo,Imperativo afirmativo,regular,ar,sí,,sí,,levántate,levántese,levantémonos,levántense,
levantarse__imperativo_negativo,265,levantarse,levantar,imperativo_negativo,Imperativo negativo,regular,ar,sí,,sí,,no te levantes,no se levante,no nos levantemos,no se levanten,
sentarse__presente_indicativo,266,sentarse,sentar,presente_indicativo,Presente,irregular,ar,sí,e→ie,sí,me siento,te sientas,se sienta,nos sentamos,se sientan,
sentarse__preterito,266,sentarse,sentar,preterito,Pretérito,regular,ar,sí,,sí,me senté,te sentaste,se sentó,nos sentamos,se sentaron,
sentarse__imperfecto,266,sentarse,sentar,imperfecto,Imperfecto,regular,ar,sí,,sí,me sentaba,te sentabas,se sentaba,nos sentábamos,se sentaban,
sentarse__futuro,266,sentarse,sentar,futuro,Futuro,regular,ar,sí,,sí,me sentaré,te sentarás,se sentará,nos sentaremos,se sentarán,
sentarse__condicional,266,sentarse,sentar,condicional,Condicional,regular,ar,sí,,sí,me sentaría,te sentarías,se sentaría,nos sentaríamos,se sentarían,
sentarse__presente_subjuntivo,266,sentarse,sentar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,sí,e→ie,sí,me siente,te sientes,se siente,nos sentemos,se sienten,
sentarse__imperfecto_subjuntivo,266,sentarse,sentar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,,sí,me sentara,te sentaras,se sentara,nos sentáramos,se sentaran,
sentarse__imperativo_afirmativo,266,sentarse,sentar,imperativo_afirmativo,Imperativo afirmativo,irregular,ar,sí,e→ie,sí,,siéntate,siéntese,sentémonos,siéntense,
sentarse__imperativo_negativo,266,sentarse,sentar,imperativo_negativo,Imperativo negativo,irregular,ar,sí,e→ie,sí,,no te sientes,no se siente,no nos sentemos,no se sienten,
despertarse__presente_indicativo,293,despertarse,despertar,presente_indicativo,Presente,irregular,ar,sí,e→ie,sí,me despierto,te despiertas,se despierta,nos despertamos,se despiertan,
despertarse__preterito,293,despertarse,despertar,preterito,Pretérito,regular,ar,sí,,sí,me desperté,te despertaste,se despertó,nos despertamos,se despertaron,
despertarse__imperfecto,293,despertarse,despertar,imperfecto,Imperfecto,regular,ar,sí,,sí,me despertaba,te despertabas,se despertaba,nos despertábamos,se despertaban,
despertarse__futuro,293,despertarse,despertar,futuro,Futuro,regular,ar,sí,,sí,me despertaré,te despertarás,se despertará,nos despertaremos,se despertarán,
despertarse__condicional,293,despertarse,despertar,condicional,Condicional,regular,ar,sí,,sí,me despertaría,te despertarías,se despertaría,nos despertaríamos,se despertarían,
despertarse__presente_subjuntivo,293,despertarse,despertar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,sí,e→ie,sí,me despierte,te despiertes,se despierte,nos despertemos,se despierten,
despertarse__imperfecto_subjuntivo,293,despertarse,despertar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,,sí,me despertara,te despertaras,se despertara,nos despertáramos,se despertaran,
despertarse__imperativo_afirmativo,293,despertarse,despertar,imperativo_afirmativo,Imperativo afirmativo,irregular,ar,sí,e→ie,sí,,despiértate,despiértese,despertémonos,despiértense,
despertarse__imperativo_negativo,293,despertarse,despertar,imperativo_negativo,Imperativo negativo,irregular,ar,sí,e→ie,sí,,no te despiertes,no se despierte,no nos despertemos,no se despierten,
ofrecer__presente_indicativo,242,ofrecer,ofrecer,presente_indicativo,Presente,irregular,er,no,yo→-zco,sí,ofrezco,ofreces,ofrece,ofrecemos,ofrecen,
ofrecer__preterito,242,ofrecer,ofrecer,preterito,Pretérito,regular,er,no,,sí,ofrecí,ofreciste,ofreció,ofrecimos,ofrecieron,
ofrecer__imperfecto,242,ofrecer,ofrecer,imperfecto,Imperfecto,regular,er,no,,sí,ofrecía,ofrecías,ofrecía,ofrecíamos,ofrecían,
ofrecer__futuro,242,ofrecer,ofrecer,futuro,Futuro,regular,er,no,,sí,ofreceré,ofrecerás,ofrecerá,ofreceremos,ofrecerán,
ofrecer__condicional,242,ofrecer,ofrecer,condicional,Condicional,regular,er,no,,sí,ofrecería,ofrecerías,ofrecería,ofreceríamos,ofrecerían,
ofrecer__presente_subjuntivo,242,ofrecer,ofrecer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,raíz irregular,sí,ofrezca,ofrezcas,ofrezca,ofrezcamos,ofrezcan,
ofrecer__imperfecto_subjuntivo,242,ofrecer,ofrecer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,,sí,ofreciera,ofrecieras,ofreciera,ofreciéramos,ofrecieran,
ofrecer__imperativo_afirmativo,242,ofrecer,ofrecer,imperativo_afirmativo,Imperativo afirmativo,irregular,er,no,muy irregular,sí,,ofrece,ofrezca,ofrezcamos,ofrezcan,
ofrecer__imperativo_negativo,242,ofrecer,ofrecer,imperativo_negativo,Imperativo negativo,irregular,er,no,muy irregular,sí,,no ofrezcas,no ofrezca,no ofrezcamos,no ofrezcan,
leer__presente_indicativo,61,leer,leer,presente_indicativo,Presente,regular,er,no,,sí,leo,lees,lee,leemos,leen,
leer__preterito,61,leer,leer,preterito,Pretérito,irregular,er,no,i→y,sí,leí,leíste,leyó,leímos,leyeron,
leer__imperfecto,61,leer,leer,imperfecto,Imperfecto,regular,er,no,,sí,leía,leías,leía,leíamos,leían,
leer__futuro,61,leer,leer,futuro,Futuro,regular,er,no,,sí,leeré,leerás,leerá,leeremos,leerán,
leer__condicional,61,leer,leer,condicional,Condicional,regular,er,no,,sí,leería,leerías,leería,leeríamos,leerían,
leer__presente_subjuntivo,61,leer,leer,presente_subjuntivo,Presente de subjuntivo,regular,er,no,,sí,lea,leas,lea,leamos,lean,
leer__imperfecto_subjuntivo,61,leer,leer,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,er,no,i→y,sí,leyera,leyeras,leyera,leyéramos,leyeran,
leer__imperativo_afirmativo,61,leer,leer,imperativo_afirmativo,Imperativo afirmativo,regular,er,no,,sí,,lee,lea,leamos,lean,
leer__imperativo_negativo,61,leer,leer,imperativo_negativo,Imperativo negativo,regular,er,no,,sí,,no leas,no lea,no leamos,no lean,
