card_id,rank_corpus,verbo,verbo_base,tiempo_id,tiempo,regularidad_tarjeta,terminacion,pronominal,patrones_tarjeta,aplicable,yo,tu,el_ella_usted,nosotros,ellos_ellas_ustedes,nota
necesitar__presente_subjuntivo,73,necesitar,necesitar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,necesite,necesites,necesite,necesitemos,necesiten,
necesitar__imperfecto_subjuntivo,73,necesitar,necesitar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,necesitara,necesitaras,necesitara,necesitáramos,necesitaran,
necesitar__imperativo,73,necesitar,necesitar,imperativo,Imperativo,regular,ar,no,regular,sí,,necesita / no necesites,necesite / no necesite,necesitemos / no necesitemos,necesiten / no necesiten,
bajar__presente_indicativo,74,bajar,bajar,presente_indicativo,Presente,regular,ar,no,regular,sí,bajo,bajas,baja,bajamos,bajan,
bajar__preterito,74,bajar,bajar,preterito,Pretérito,regular,ar,no,regular,sí,bajé,bajaste,bajó,bajamos,bajaron,
bajar__imperfecto,74,bajar,bajar,imperfecto,Imperfecto,regular,ar,no,regular,sí,bajaba,bajabas,bajaba,bajábamos,bajaban,
bajar__futuro,74,bajar,bajar,futuro,Futuro,regular,ar,no,regular,sí,bajaré,bajarás,bajará,bajaremos,bajarán,
bajar__condicional,74,bajar,bajar,condicional,Condicional,regular,ar,no,regular,sí,bajaría,bajarías,bajaría,bajaríamos,bajarían,
bajar__presente_subjuntivo,74,bajar,bajar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,baje,bajes,baje,bajemos,bajen,
bajar__imperfecto_subjuntivo,74,bajar,bajar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,bajara,bajaras,bajara,bajáramos,bajaran,
bajar__imperativo,74,bajar,bajar,imperativo,Imperativo,regular,ar,no,regular,sí,,baja / no bajes,baje / no baje,bajemos / no bajemos,bajen / no bajen,
abrir__presente_indicativo,75,abrir,abrir,presente_indicativo,Presente,regular,ir,no,regular,sí,abro,abres,abre,abrimos,abren,
abrir__preterito,75,abrir,abrir,preterito,Pretérito,regular,ir,no,regular,sí,abrí,abriste,abrió,abrimos,abrieron,
abrir__imperfecto,75,abrir,abrir,imperfecto,Imperfecto,regular,ir,no,regular,sí,abría,abrías,abría,abríamos,abrían,
abrir__futuro,75,abrir,abrir,futuro,Futuro,regular,ir,no,regular,sí,abriré,abrirás,abrirá,abriremos,abrirán,
abrir__condicional,75,abrir,abrir,condicional,Condicional,regular,ir,no,regular,sí,abriría,abrirías,abriría,abriríamos,abrirían,
abrir__presente_subjuntivo,75,abrir,abrir,presente_subjuntivo,Presente de subjuntivo,regular,ir,no,regular,sí,abra,abras,abra,abramos,abran,
abrir__imperfecto_subjuntivo,75,abrir,abrir,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ir,no,regular,sí,abriera,abrieras,abriera,abriéramos,abrieran,
abrir__imperativo,75,abrir,abrir,imperativo,Imperativo,regular,ir,no,regular,sí,,abre / no abras,abra / no abra,abramos / no abramos,abran / no abran,
acabar__presente_indicativo,76,acabar,acabar,presente_indicativo,Presente,regular,ar,no,regular,sí,acabo,acabas,acaba,acabamos,acaban,
acabar__preterito,76,acabar,acabar,preterito,Pretérito,regular,ar,no,regular,sí,acabé,acabaste,acabó,acabamos,acabaron,
acabar__imperfecto,76,acabar,acabar,imperfecto,Imperfecto,regular,ar,no,regular,sí,acababa,acababas,acababa,acabábamos,acababan,
acabar__futuro,76,acabar,acabar,futuro,Futuro,regular,ar,no,regular,sí,acabaré,acabarás,acabará,acabaremos,acabarán,
acabar__condicional,76,acabar,acabar,condicional,Condicional,regular,ar,no,regular,sí,acabaría,acabarías,acabaría,acabaríamos,acabarían,
acabar__presente_subjuntivo,76,acabar,acabar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,acabe,acabes,acabe,acabemos,acaben,
acabar__imperfecto_subjuntivo,76,acabar,acabar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,acabara,acabaras,acabara,acabáramos,acabaran,
acabar__imperativo,76,acabar,acabar,imperativo,Imperativo,regular,ar,no,regular,sí,,acaba / no acabes,acabe / no acabe,acabemos / no acabemos,acaben / no acaben,
servir__presente_indicativo,77,servir,servir,presente_indicativo,Presente,irregular,ir,no,e→i,sí,sirvo,sirves,sirve,servimos,sirven,
servir__preterito,77,servir,servir,preterito,Pretérito,irregular,ir,no,e→i (3.ª persona),sí,serví,serviste,sirvió,servimos,sirvieron,
servir__imperfecto,77,servir,servir,imperfecto,Imperfecto,regular,ir,no,regular,sí,servía,servías,servía,servíamos,servían,
servir__futuro,77,servir,servir,futuro,Futuro,regular,ir,no,regular,sí,serviré,servirás,servirá,serviremos,servirán,
servir__condicional,77,servir,servir,condicional,Condicional,regular,ir,no,regular,sí,serviría,servirías,serviría,serviríamos,servirían,
servir__presente_subjuntivo,77,servir,servir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→i,sí,sirva,sirvas,sirva,sirvamos,sirvan,
servir__imperfecto_subjuntivo,77,servir,servir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i,sí,sirviera,sirvieras,sirviera,sirviéramos,sirvieran,
servir__imperativo,77,servir,servir,imperativo,Imperativo,irregular,ir,no,e→i,sí,,sirve / no sirvas,sirva / no sirva,sirvamos / no sirvamos,sirvan / no sirvan,
volver__presente_indicativo,78,volver,volver,presente_indicativo,Presente,irregular,er,no,o→ue,sí,vuelvo,vuelves,vuelve,volvemos,vuelven,
volver__preterito,78,volver,volver,preterito,Pretérito,regular,er,no,regular,sí,volví,volviste,volvió,volvimos,volvieron,
volver__imperfecto,78,volver,volver,imperfecto,Imperfecto,regular,er,no,regular,sí,volvía,volvías,volvía,volvíamos,volvían,
volver__futuro,78,volver,volver,futuro,Futuro,regular,er,no,regular,sí,volveré,volverás,volverá,volveremos,volverán,
volver__condicional,78,volver,volver,condicional,Condicional,regular,er,no,regular,sí,volvería,volverías,volvería,volveríamos,volverían,
volver__presente_subjuntivo,78,volver,volver,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,o→ue,sí,vuelva,vuelvas,vuelva,volvamos,vuelvan,
volver__imperfecto_subjuntivo,78,volver,volver,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,volviera,volvieras,volviera,volviéramos,volvieran,
volver__imperativo,78,volver,volver,imperativo,Imperativo,irregular,er,no,o→ue,sí,,vuelve / no vuelvas,vuelva / no vuelva,volvamos / no volvamos,vuelvan / no vuelvan,
dormir__presente_indicativo,79,dormir,dormir,presente_indicativo,Presente,irregular,ir,no,o→ue,sí,duermo,duermes,duerme,dormimos,duermen,
dormir__preterito,79,dormir,dormir,preterito,Pretérito,irregular,ir,no,o→u (3.ª persona),sí,dormí,dormiste,durmió,dormimos,durmieron,
dormir__imperfecto,79,dormir,dormir,imperfecto,Imperfecto,regular,ir,no,regular,sí,dormía,dormías,dormía,dormíamos,dormían,
dormir__futuro,79,dormir,dormir,futuro,Futuro,regular,ir,no,regular,sí,dormiré,dormirás,dormirá,dormiremos,dormirán,
dormir__condicional,79,dormir,dormir,condicional,Condicional,regular,ir,no,regular,sí,dormiría,dormirías,dormiría,dormiríamos,dormirían,
dormir__presente_subjuntivo,79,dormir,dormir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,o→ue/o→u (-ir),sí,duerma,duermas,duerma,durmamos,duerman,
dormir__imperfecto_subjuntivo,79,dormir,dormir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,o→u,sí,durmiera,durmieras,durmiera,durmiéramos,durmieran,
dormir__imperativo,79,dormir,dormir,imperativo,Imperativo,irregular,ir,no,o→ue/o→u (-ir),sí,,duerme / no duermas,duerma / no duerma,durmamos / no durmamos,duerman / no duerman,
